TIMESTAMP,WLEV
0,1431.0743404432835
1,1431.3836498510009
2,1431.6918741004308
3,1431.9991300499978
4,1432.3057550999165
5,1432.6121368544016
6,1432.9185227438336
7,1433.2250282210919
8,1433.5316471127576
9,1433.8380411145192
10,1434.1434360797016
11,1434.4466414593328
12,1434.7449253819264
13,1435.0307508722183
14,1435.277297682119
15,1435.5065631872155
16,1435.7251416121335
17,1435.940516150857
18,1436.1569154057452
19,1436.3739186317391
20,1436.5898348667627
21,1436.8031850290806
22,1437.0136213663975
23,1437.222582674291
24,1437.4300573689268
25,1437.635188172385
26,1437.8392744668
27,1438.0399722024067
28,1438.23607109702
29,1438.4277492678252
30,1438.6149952268777
31,1438.7961807678132
32,1438.9701829781857
33,1439.136516577028
34,1439.2917208902702
35,1439.431575781692
36,1439.5537948649392
37,1439.6564226404953
38,1439.739731935544
39,1439.8061866168284
40,1439.8584977830303
41,1439.8984021726963
42,1439.9269430544389
43,1439.9472874747514
44,1439.9650399071909
45,1439.9834456766687
46,1440.0024157600217
47,1440.0207242387175
48,1440.0368398406001
49,1440.0497956675242
50,1440.061426468894
51,1440.0722024032164
52,1440.0840679880018
53,1440.0996511480237
54,1440.1177643977414
55,1440.1366316933286
56,1440.1565469085738
57,1440.1773985091345
58,1440.1988790006194
59,1440.2208725990097
60,1440.2438156063195
61,1440.271631289206
62,1440.3213129721598
63,1440.4181016009472
64,1440.588648058939
65,1440.8432063522012
66,1441.1662014989085
67,1441.5308909815014
68,1441.914157503261
69,1442.3015817795913
70,1442.6872524524335
71,1443.071858814331
72,1443.461461776764
73,1443.8655012953227
74,1444.292226325622
75,1444.7432241747363
76,1445.2132773713226
77,1445.6883760085427
78,1446.141290711157
79,1446.5477937238602
80,1446.9152869864515
81,1447.3033067041122
82,1447.783184382521
83,1448.3875667101315
84,1449.095207294676
85,1449.8547191802163
86,1450.6169401047066
87,1451.366517623087
88,1452.102094343338
89,1452.8357125248258
90,1453.577837558116
91,1454.3372510002491
92,1455.1170244641935
93,1455.9203721439028
94,1456.738405404996
95,1457.5402400542591
96,1458.2772996290169
97,1458.9060809257978
98,1459.4174854186554
99,1459.8365539178915
100,1460.1941432856588
101,1460.510745250257
102,1460.7882700981813
103,1461.0280945889076
104,1461.235766821529
105,1461.4197212050185
106,1461.5925531977466
107,1461.76274025289
108,1461.9275243464765
109,1462.0841017223247
110,1462.2289629128768
111,1462.3583713392602
112,1462.4657987384462
113,1462.5532482678204
114,1462.6227637363793
115,1462.6788101936884
116,1462.7250899892608
117,1462.7692375265851
118,1462.813014291511
119,1462.8512327899903
120,1462.8748837244652
121,1462.8760269190327
122,1462.844463497301
123,1462.778898680857
124,1462.6848260427719
125,1462.5759228163643
126,1462.4650632369103
127,1462.3592853579519
128,1462.2649279896825
129,1462.182264523092
130,1462.1078453906234
131,1462.04019018106
132,1461.9727401558446
133,1461.897436185998
134,1461.8096582306018
135,1461.7070073686928
136,1461.5987231793083
137,1461.4983162901308
138,1461.4056219588535
139,1461.3196875137708
140,1461.2377464181725
141,1461.162173805948
142,1461.0863294949388
143,1460.9988147454774
144,1460.893533033634
145,1460.7767649628863
146,1460.6596531226683
147,1460.554908495723
148,1460.4710484565735
149,1460.4137879411758
150,1460.377945505955
151,1460.3602503569987
152,1460.3617758599923
153,1460.375489072208
154,1460.393016360304
155,1460.4064786648041
156,1460.4068287698997
157,1460.397417079904
158,1460.3848196994677
159,1460.3700004910252
160,1460.3541065730333
161,1460.3315593600269
162,1460.2993509018904
163,1460.26151202819
164,1460.2115167740035
165,1460.1396404319253
166,1460.0346748282614
167,1459.8958810110394
168,1459.7279210196218
169,1459.5405029826045
170,1459.3364795134373
171,1459.116307458996
172,1458.887127040207
173,1458.6543176402115
174,1458.4262500895566
175,1458.2066615102008
176,1457.9959810115797
177,1457.7900667784609
178,1457.5840523972392
179,1457.3798084149216
180,1457.187802740439
181,1457.0226507788177
182,1456.8906453340142
183,1456.7937820332754
184,1456.7294171347419
185,1456.6890757627405
186,1456.6645632556606
187,1456.6501890191817
188,1456.635524603376
189,1456.614844370403
190,1456.590745052556
191,1456.5714768641112
192,1456.5543184889173
193,1456.534915606711
194,1456.507547567944
195,1456.4729429150684
196,1456.4294898130836
197,1456.3741185815352
198,1456.3067274419957
199,1456.2238976142849
200,1456.130478922892
201,1456.0455002999738
202,1455.9928487445857
203,1455.987836118488
204,1456.0320822684992
205,1456.1263857120027
206,1456.2709439140538
207,1456.4655151172747
208,1456.7019294025995
209,1456.9700536458975
210,1457.2612733828075
211,1457.5696906824544
212,1457.8969737569673
213,1458.2492221598504
214,1458.6216653011477
215,1459.0024114629005
216,1459.382991134808
217,1459.7558753556093
218,1460.1089948083738
219,1460.4260685606293
220,1460.6988621694952
221,1460.928928889547
222,1461.1202090756972
223,1461.2824799920356
224,1461.4317498834482
225,1461.5778951687378
226,1461.7184723761818
227,1461.8455079509642
228,1461.9550477142577
229,1462.0486313137176
230,1462.1336610110534
231,1462.2089556998405
232,1462.271737206981
233,1462.3220214773912
234,1462.3590379330244
235,1462.3872307909244
236,1462.4151470355264
237,1462.449504113873
238,1462.4969557355662
239,1462.5581957282475
240,1462.6286666934934
241,1462.696483085999
242,1462.7574806429395
243,1462.8198472775073
244,1462.8951197809188
245,1462.9815628753083
246,1463.0756101647835
247,1463.1850478813287
248,1463.3151639513842
249,1463.4584559664195
250,1463.607058745663
251,1463.7513344146575
252,1463.889591335456
253,1464.0200054947225
254,1464.134735397419
255,1464.2179984993825
256,1464.2623540046297
257,1464.2724235344122
258,1464.2522440937908
259,1464.20514913692
260,1464.1294741461295
261,1464.019271362526
262,1463.8714487314005
263,1463.68830406118
264,1463.4754126893654
265,1463.243860370638
266,1463.0057918293312
267,1462.7662768675398
268,1462.5235273994706
269,1462.2804831095586
270,1462.0509045950294
271,1461.8440811818978
272,1461.6620343472234
273,1461.5128776128788
274,1461.41025776336
275,1461.3585615657157
276,1461.3475903250096
277,1461.3549811971995
278,1461.3608066506924
279,1461.3502353214135
280,1461.324597798785
281,1461.2907479755318
282,1461.2424490355936
283,1461.179031838729
284,1461.102065652611
285,1461.0148089231527
286,1460.9100893124703
287,1460.7804424394274
288,1460.6151312418185
289,1460.4066124284266
290,1460.1574236352374
291,1459.8769425635387
292,1459.5727431365722
293,1459.2451297270268
294,1458.8849394087604
295,1458.4905953562302
296,1458.0772814811583
297,1457.6527722984306
298,1457.2139739902248
299,1456.7592175279622
300,1456.2925647960692
301,1455.8297620800959
302,1455.3865384414864
303,1454.970286435223
304,1454.5824564584407
305,1454.2184958257576
306,1453.8806651462428
307,1453.5847185404903
308,1453.3431540999134
309,1453.1649289645136
310,1453.0525477851868
311,1453.007195833035
312,1453.023134530538
313,1453.0956813903479
314,1453.2234151378425
315,1453.3983026460623
316,1453.6136992273352
317,1453.8687301803636
318,1454.1620153595534
319,1454.4820755076641
320,1454.8115240843356
321,1455.1373787146745
322,1455.455380460877
323,1455.7666017986462
324,1456.07352798495
325,1456.3763285929228
326,1456.6752822923809
327,1456.9739815570344
328,1457.2764450860677
329,1457.5859343264908
330,1457.8979946449913
331,1458.1894411672301
332,1458.435896573267
333,1458.6191894654266
334,1458.72923221606
335,1458.7707981343663
336,1458.7602182647472
337,1458.720092499083
338,1458.6724426141914
339,1458.629198643
340,1458.5942046536861
341,1458.5701154651188
342,1458.5622148756654
343,1458.567049923173
344,1458.5798019291565
345,1458.602775775748
346,1458.6371979051585
347,1458.6843241520014
348,1458.747326095578
349,1458.831944996765
350,1458.9572238604044
351,1459.1416549388168
352,1459.3909026806568
353,1459.6873952425522
354,1460.0054022647075
355,1460.3282284972959
356,1460.647253186418
357,1460.9527680295678
358,1461.2416080358712
359,1461.5120861394512
360,1461.7607616828354
361,1461.991454757237
362,1462.2064102734112
363,1462.4016088345463
364,1462.5670017782538
365,1462.702029824569
366,1462.8205064575461
367,1462.9311872856224
368,1463.022469880822
369,1463.0735849844825
370,1463.0745208028804
371,1463.026460765252
372,1462.9390914885355
373,1462.8284856704292
374,1462.7088298782185
375,1462.5841990213655
376,1462.4556169025934
377,1462.330085442864
378,1462.23042461435
379,1462.1773728848082
380,1462.1771401057383
381,1462.2299962633847
382,1462.3302531683078
383,1462.4570263867663
384,1462.5865809756176
385,1462.7075619437699
386,1462.813721854205
387,1462.9049955301016
388,1462.9836611261876
389,1463.051331518536
390,1463.1066448116553
391,1463.1464296420288
392,1463.166597681518
393,1463.1702531925948
394,1463.1573420726015
395,1463.1202566515146
396,1463.0550034384746
397,1462.9565671001158
398,1462.8238331789496
399,1462.660598516626
400,1462.478759618717
401,1462.3000615864837
402,1462.1484832494596
403,1462.0363746299563
404,1461.9607724062655
405,1461.9091323241066
406,1461.8669706290907
407,1461.8223393873504
408,1461.7735295507782
409,1461.7250835387879
410,1461.6708536942629
411,1461.6049235522464
412,1461.5355010339597
413,1461.4746255370458
414,1461.432093805607
415,1461.4116010868722
416,1461.4117112733577
417,1461.4240558987026
418,1461.4374894858115
419,1461.4428119918011
420,1461.430340604041
421,1461.3780856127153
422,1461.2676124118993
423,1461.090556759296
424,1460.8520362045595
425,1460.5625322179978
426,1460.2306533923559
427,1459.8629790370628
428,1459.4524187718478
429,1458.9928227239252
430,1458.4841528094305
431,1457.9306011121635
432,1457.3386768846037
433,1456.7105163308702
434,1456.0482917358743
435,1455.3737505806141
436,1454.7135655645757
437,1454.081090972004
438,1453.492881861649
439,1452.9632062136802
440,1452.4973464882496
441,1452.103259586469
442,1451.7857984511224
443,1451.539391976535
444,1451.3513618134389
445,1451.214374456269
446,1451.1329494092938
447,1451.117295328471
448,1451.169576538348
449,1451.282449763076
450,1451.449805775511
451,1451.6534515683088
452,1451.8709471907405
453,1452.0913072009255
454,1452.3058712953982
455,1452.4931561598648
456,1452.6207801427918
457,1452.6589025144863
458,1452.5711111170124
459,1452.3187990618999
460,1451.930501331017
461,1451.4950154611436
462,1451.083580764537
463,1450.716931494493
464,1450.3817607695978
465,1450.0479790443685
466,1449.6711870365289
467,1449.240434997695
468,1448.7677603160935
469,1448.2755816335268
470,1447.8155683692594
471,1447.4298017658825
472,1447.139697821764
473,1446.964486958615
474,1446.9232479647794
475,1446.9943180519174
476,1447.1038281136457
477,1447.1957480931476
478,1447.2513582889283
479,1447.269614943019
480,1447.2557136073058
481,1447.2129259365065
482,1447.1395616960447
483,1447.0348810137953
484,1446.9136049508306
485,1446.8149555771759
486,1446.7837321846978
487,1446.819399878196
488,1446.8691648367362
489,1446.8825687731642
490,1446.8437096481362
491,1446.7593767368626
492,1446.6454644076857
493,1446.5191950885817
494,1446.397104556671
495,1446.2940887841169
496,1446.2213664828787
497,1446.1808029132014
498,1446.1479633906051
499,1446.069062955234
500,1445.8953952040374
501,1445.6311462559904
502,1445.3244346901686
503,1445.022976797996
504,1444.7493143553747
505,1444.5021825421688
506,1444.278955387747
507,1444.07890766433
508,1443.9021803073367
509,1443.747996432002
510,1443.6114514952014
511,1443.4850163732276
512,1443.3622538340812
513,1443.2397944378883
514,1443.1177132017322
515,1442.999041036125
516,1442.8878661096749
517,1442.7854581772847
518,1442.693336103517
519,1442.6149790887807
520,1442.550600717141
521,1442.4971109351593
522,1442.4499271876828
523,1442.4099261630379
524,1442.3830966139235
525,1442.3772413537372
526,1442.3967839676202
527,1442.4382551361155
528,1442.4935217617563
529,1442.5549114825567
530,1442.6195683126227
531,1442.6838006596408
532,1442.7445234208947
533,1442.7999700478872
534,1442.851209057187
535,1442.9043491438513
536,1442.9652912045644
537,1443.0585469852388
538,1443.1698068910462
539,1443.2858740753288
540,1443.4026003198271
541,1443.518849304882
542,1443.6343965931096
543,1443.7494288381968
544,1443.8643884666612
545,1443.9799093303031
546,1444.0967404235607
547,1444.2155051014015
548,1444.3365531865365
549,1444.4601362266988
